naming_orig,alpha,beta,count_entropy,crossing_points,entropy,flat_spots,frequency,intervals_mean,lumpiness,arch_lm,sparsity,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,RMSE,RMSSE,SMAPE,RMSE_model,RMSSE_model
danish_atm_daily_0,0.1657438025382901,0.0098704358474336,-171289.6255282936,115.0,0.8329422281255238,6.0,1.0,59.4,0.0033114800624379,0.2710156145936276,0.0262295081967213,0.008919540229885,0.0,1.0,0.0489295031286041,2.149307394838547e-07,-0.1325825036091672,0.2385378292039931,29.6080856002234,0.5589064962521376,10.782376676797869,TFTTuningObjective_gl,TFTTuningObjective_gl
danish_atm_daily_1,0.1696601700297874,0.0300496703951358,-186506.1242166836,67.0,0.8387956780127662,108.0,1.0,100.66666666666669,0.0013459628210586,0.0001778060249763,0.0098360655737704,0.0016206896551724,0.0,1.0,0.0508206741661539,8.532189158738176e-08,0.174946420855299,-0.1689557742434167,46.476081192876784,0.8880034115316598,11.191710084676744,CatBoostDirectPipelineEtna_3lags,CatBoostDirectPipelineEtna_3lags
danish_atm_daily_10,0.3349371129830356,0.0001075799620245,-126910.21127995467,101.0,0.8652320420602421,10.0,1.0,31.11111111111111,0.0081692918972612,0.4362170365130308,0.081967213114754,0.0310919540229885,0.0,1.0,0.4092988969735599,2.016390472765723e-07,-0.0861373135161941,-0.0621979729864806,14.278885860629968,0.2563010741195572,7.867953926324844,TFTTuningObjective_gl,TFTTuningObjective_gl
danish_atm_daily_100,1.4901161193847656e-08,0.0,-47743.428901893705,114.0,0.8263018228608763,6.0,1.0,32.22222222222222,0.0060764864481339,0.2317572660845879,0.0491803278688524,0.0101724137931034,0.0,1.0,0.0437878477726564,3.614012649474575e-07,-0.1279119623558147,0.4370140917003589,22.717199805261817,0.8965209779823382,23.1494277715683,Prophet,LSTNetTuningObjective_gl
danish_atm_daily_101,0.0801316683680297,0.0,-84083.9059021938,53.0,0.7820835472196646,126.0,1.0,49.5,0.003420462608202,0.2077259979817223,0.0262295081967213,0.0047816091954022,0.0,1.0,0.0553166067205977,2.1141933673404105e-07,0.109905415571245,0.3011568947694696,25.81438566621756,0.510869938898009,16.457869112491608,CatBoostDirectPipelineEtna_30lags,CatBoostDirectPipelineEtna_30lags
danish_atm_daily_102,0.1955863931327051,0.0002626366922602,-65159.11475580106,98.0,0.6585311540823373,7.0,1.0,5.947368421052632,0.0086704980842911,0.6688529210557299,0.2590163934426229,0.0237816091954023,0.0,1.0,0.0697520405748638,3.759169449018333e-07,1.369154368657454,1.2898936293242318,42.39473982516876,0.90759553752454,15.966755151748655,TFTTuningObjective_gl,TFTTuningObjective_gl
danish_atm_daily_103,0.0512886975660619,0.0504768907809402,-78984.86840946732,132.0,0.6342994624036964,6.0,1.0,4.818181818181818,0.00155938697318,0.815188318358624,0.3049180327868852,0.0112758620689655,0.0,1.0,0.0089861568739235,3.463111730776541e-07,0.3321221645853982,0.625740114414496,39.569876755991736,0.6968356064413829,41.83363616466522,NeuralProphet,NeuralProphet
danish_atm_daily_104,0.0256239609384581,0.0085947345651298,-23280.71951318153,124.0,0.6884941424157925,6.0,1.0,4.688888888888889,0.001479211011778,0.7896679391467858,0.3081967213114754,0.0108505747126436,0.0,1.0,0.010224079595861,3.3647397674576885e-07,0.3456083125939404,0.6365890819352572,15.545607870786707,0.5816794682292256,42.67061948776245,CatBoostDirectPipelineEtna_30lags,CatBoostDirectPipelineEtna_30lags
danish_atm_daily_105,1.5063250993712866e-08,2.382586449897536e-09,-8323.21920839155,93.0,0.7588038060170167,57.0,1.0,6.027027027027027,0.0091420462608202,0.7082649926598157,0.2688524590163934,0.0309885057471264,0.0,1.0,0.08837760001215,3.499520789258987e-07,2.020121988477128,0.7801308225203543,8.776649654771328,0.7943780509613403,43.84000599384308,CatBoostDirectPipelineEtna_30lags,CatBoostDirectPipelineEtna_30lags
danish_atm_daily_106,0.9950084186624616,9.983247092109813e-05,-21092.06484412196,60.0,0.8956561498861266,225.0,1.0,9.576923076923077,0.0151008939974457,0.7040882983511856,0.1836065573770491,0.0391264367816091,0.0,1.0,0.2035078847709628,3.0681274471026924e-07,2.741836572713228,-0.3895265133960385,5.603645480098288,0.0581715700735497,43.321943283081055,NeuralProphet,NeuralProphet
